1693993025939280384,0.13993,-0.01081,0.00245,0.99651,-0.01475,0.00880,-0.08173,0.20199,-0.05981,0.01147,0.00307,
1693993025971241472,0.14707,-0.01315,0.00591,0.99546,-0.01676,0.00013,-0.09365,0.23106,-0.07175,0.01528,0.00153,
1693993026007268096,0.15466,-0.01558,0.00710,0.99400,-0.01583,-0.00225,-0.10816,0.22244,-0.09370,0.01502,0.00153,
1693993026039238144,0.16333,-0.01896,0.00781,0.99263,-0.00648,-0.00111,-0.12098,0.24876,-0.10407,0.02064,0.00153,
1693993026071211520,0.17248,-0.02338,0.00909,0.99096,0.00395,-0.00392,-0.13407,0.25925,-0.12822,0.02155,0.00153,
1693993026107214336,0.18327,-0.02849,0.01031,0.98868,0.00905,-0.00673,-0.14960,0.28046,-0.15142,0.02312,0.00307,
1693993026139439872,0.19679,-0.03467,0.01082,0.98632,0.01096,-0.00499,-0.16439,0.31215,-0.17004,0.01708,0.00153,
1693993026171221760,0.20373,-0.04000,0.01181,0.98363,0.01044,-0.00711,-0.17976,0.29938,-0.18423,0.02202,0.00153,
1693993026207258624,0.21514,-0.04674,0.01218,0.98035,0.01165,-0.00553,-0.19685,0.31868,-0.21211,0.01330,0.00000,
1693993026239190784,0.22532,-0.05284,0.01216,0.97696,0.01395,-0.00332,-0.21296,0.31801,-0.22667,0.01460,0.00000,
1693993026271207168,0.23589,-0.05973,0.01167,0.97324,0.01758,0.00148,-0.22913,0.34494,-0.27144,0.00724,0.00000,
1693993026307270656,0.24795,-0.06928,0.01225,0.96822,0.01871,0.00151,-0.24940,0.34815,-0.26312,0.02069,0.00307,
1693993026339839488,0.25828,-0.07918,0.01332,0.96370,0.02021,0.00041,-0.26622,0.34749,-0.30401,0.01561,0.00153,
1693993026371260416,0.26956,-0.08903,0.01391,0.95934,0.02193,0.00076,-0.28141,0.36971,-0.31637,0.01763,0.00153,
1693993026407245312,0.28272,-0.10025,0.01443,0.95504,0.02324,0.00105,-0.29557,0.37643,-0.33154,0.02575,0.00307,
1693993026439262720,0.29182,-0.10809,0.01474,0.95179,0.02362,0.00197,-0.30585,0.39079,-0.33218,0.01751,0.00153,
1693993026471283200,0.30319,-0.11829,0.01590,0.94909,0.02190,0.00120,-0.31424,0.40053,-0.34024,0.01230,0.00153,
1693993026507490304,0.31475,-0.12626,0.01597,0.94709,0.02249,0.00583,-0.32012,0.40945,-0.34136,0.02779,0.00153,
1693993026539285248,0.32560,-0.13510,0.01662,0.94623,0.01813,0.00667,-0.32291,0.40965,-0.32028,0.00553,0.00307,
1693993026571277568,0.33937,-0.14666,0.01706,0.94535,0.01927,0.00876,-0.32536,0.44262,-0.35113,0.00656,0.00153,
1693993026607238144,0.35155,-0.15369,0.01598,0.94526,0.01718,0.01037,-0.32571,0.43844,-0.36232,0.02613,0.00153,
1693993026639225088,0.36496,-0.16419,0.01634,0.94489,0.01647,0.01131,-0.32678,0.44226,-0.35316,0.00412,0.00153,
1693993026671237888,0.37844,-0.17496,0.01658,0.94485,0.01687,0.01107,-0.32688,0.43669,-0.35705,0.01057,0.00153,
1693993026707337984,0.38923,-0.17920,0.01613,0.94543,0.01375,0.01304,-0.32529,0.45082,-0.34006,0.00237,0.00153,
1693993026739244800,0.40326,-0.18917,0.01636,0.94706,0.01406,0.01459,-0.32042,0.45346,-0.32606,0.00533,0.00307,
1693993026775185408,0.41943,-0.19959,0.01679,0.94936,0.01307,0.01592,-0.31351,0.47961,-0.31735,0.00419,0.00153,
1693993026807287552,0.42868,-0.20140,0.01647,0.95253,0.00980,0.01683,-0.30381,0.48568,-0.28584,0.01580,0.00307,
1693993026839242752,0.43942,-0.20579,0.01684,0.95622,0.00536,0.01700,-0.29210,0.47498,-0.25217,0.00241,0.00000,
1693993026875221504,0.45424,-0.21068,0.01648,0.96090,0.00351,0.01653,-0.27636,0.49987,-0.22059,0.00765,0.00153,
1693993026907201280,0.46640,-0.21442,0.01653,0.96510,-0.00097,0.01438,-0.26150,0.48251,-0.18990,0.00407,0.00153,
1693993026939359744,0.47968,-0.21936,0.01705,0.96902,-0.00336,0.01480,-0.24651,0.50039,-0.18173,0.00160,0.00000,
1693993026975202304,0.49496,-0.22317,0.01677,0.97346,-0.00424,0.01478,-0.22835,0.51057,-0.15683,-0.00037,0.00153,
