1693993026239190784,0.22498,-0.05174,0.01159,0.97693,0.01522,-0.00113,-0.21301,
1693993026271207168,0.23566,-0.05978,0.01185,0.97323,0.01818,0.00100,-0.22911,
1693993026307270656,0.24702,-0.06968,0.01277,0.96824,0.01850,-0.00029,-0.24935,
1693993026371260416,0.26922,-0.08859,0.01392,0.95932,0.02265,0.00109,-0.28141,
1693993026407245312,0.27974,-0.09757,0.01432,0.95504,0.02317,0.00225,-0.29557,
1693993026471283200,0.30020,-0.11392,0.01522,0.94909,0.02070,0.00402,-0.31429,
1693993026539285248,0.32571,-0.13550,0.01673,0.94624,0.01794,0.00652,-0.32291,
1693993026639225088,0.36447,-0.16338,0.01628,0.94489,0.01615,0.01163,-0.32679,
1693993026739244800,0.40241,-0.18811,0.01633,0.94707,0.01336,0.01482,-0.32041,
1693993026775185408,0.41367,-0.19206,0.01623,0.94940,0.00954,0.01731,-0.31345,
1693993026807287552,0.42426,-0.19747,0.01650,0.95258,0.00609,0.01733,-0.30375,
1693993026839242752,0.43677,-0.20226,0.01637,0.95624,0.00402,0.01768,-0.29201,
1693993026875221504,0.45078,-0.20810,0.01655,0.96093,0.00091,0.01653,-0.27630,
1693993026907201280,0.46392,-0.21332,0.01682,0.96510,-0.00337,0.01408,-0.26147,
1693993026939359744,0.47727,-0.21728,0.01691,0.96904,-0.00445,0.01489,-0.24642,
1693993026975202304,0.49286,-0.22222,0.01693,0.97346,-0.00582,0.01451,-0.22832,
1693993027007295488,0.50781,-0.22654,0.01741,0.97724,-0.00729,0.01495,-0.21149,
1693993027039220992,0.52261,-0.22948,0.01699,0.98082,-0.00874,0.01680,-0.19402,
1693993027075227392,0.54058,-0.23260,0.01702,0.98442,-0.01159,0.01655,-0.17466,
1693993027107170304,0.55552,-0.23413,0.01675,0.98764,-0.01302,0.01469,-0.15552,
1693993027139210240,0.56885,-0.23687,0.01672,0.99036,-0.01276,0.01805,-0.13677,
1693993027175204096,0.58738,-0.23693,0.01581,0.99297,-0.01388,0.01972,-0.11591,
1693993027207152896,0.60207,-0.23798,0.01543,0.99511,-0.01074,0.01999,-0.09611,
1693993027239469824,0.62128,-0.23780,0.01483,0.99684,-0.01052,0.02239,-0.07552,
1693993027275394560,0.63654,-0.23686,0.01492,0.99824,-0.01250,0.02461,-0.05242,
1693993027307376384,0.65429,-0.23386,0.01481,0.99892,-0.01559,0.02815,-0.03343,
1693993027339577856,0.66964,-0.22926,0.01407,0.99931,-0.01665,0.02854,-0.01695,
1693993027375245312,0.69913,-0.22361,0.01095,0.99945,-0.01553,0.02919,0.00190,
1693993027408040192,0.68619,-0.23805,0.01739,0.99926,-0.01474,0.03016,0.01882,
1693993027439322368,0.72182,-0.21417,0.01105,0.99886,-0.01428,0.03012,0.03405,
1693993027477317376,0.73073,-0.20267,0.00920,0.99826,-0.01417,0.03036,0.04852,
1693993027507656192,0.75304,-0.20227,0.00765,0.99780,-0.01307,0.03134,0.05697,
1693993027575496960,0.75944,-0.20837,0.00666,0.99728,-0.01346,0.03135,0.06539,
1693993027739339776,0.80566,-0.19498,0.00403,0.99728,-0.01405,0.03063,0.06557,
1693993028039467520,0.84136,-0.19451,0.00248,0.99720,-0.01419,0.03385,0.06520,
1693993029207484672,0.87794,-0.18996,0.00199,0.99689,-0.01356,0.03252,0.07045,
1693993029307675648,0.87177,-0.19476,0.00235,0.99622,-0.01401,0.03222,0.07948,
1693993029375128832,0.89069,-0.18690,0.00254,0.99521,-0.01342,0.03200,0.09139,
1693993029407228160,0.89612,-0.18546,0.00239,0.99455,-0.01296,0.03167,0.09853,
1693993029443271424,0.89701,-0.18321,0.00244,0.99352,-0.01291,0.03097,0.10858,
1693993029475208960,0.90734,-0.18008,0.00233,0.99248,-0.01319,0.03128,0.11760,
1693993029507433216,0.91481,-0.17503,0.00172,0.99101,-0.01296,0.03138,0.12938,
1693993029543213312,0.92437,-0.16957,0.00074,0.98903,-0.01197,0.03271,0.14356,
1693993029575245824,0.93398,-0.16377,-0.00017,0.98706,-0.01123,0.03262,0.15661,
1693993029607214336,0.94564,-0.15729,-0.00077,0.98464,-0.01110,0.03138,0.17140,
1693993029643152384,0.95987,-0.14882,-0.00145,0.98140,-0.01063,0.03117,0.18913,
1693993029675182592,0.97304,-0.14059,-0.00212,0.97802,-0.01028,0.03048,0.20600,
1693993029707157248,0.98692,-0.13155,-0.00278,0.97418,-0.01024,0.02936,0.22361,
1693993029743605248,1.00162,-0.11962,-0.00296,0.96923,-0.01028,0.02812,0.24433,
1693993029775234048,1.01563,-0.10869,-0.00354,0.96421,-0.00963,0.02711,0.26356,
1693993029807174144,1.02903,-0.09664,-0.00393,0.95863,-0.00881,0.02652,0.28328,
1693993029843207424,1.04432,-0.08254,-0.00466,0.95173,-0.00722,0.02445,0.30589,
1693993029875141376,1.05523,-0.07023,-0.00497,0.94513,-0.00730,0.02317,0.32578,
1693993029907205120,1.07014,-0.05432,-0.00582,0.93794,-0.00629,0.02357,0.34594,
1693993029943894272,1.08348,-0.03902,-0.00539,0.92974,0.00082,0.02183,0.36756,
1693993029975132416,1.09636,-0.02431,-0.00615,0.92178,0.00220,0.02521,0.38689,
1693993030008982784,1.10640,-0.00738,-0.00684,0.91413,-0.00015,0.02072,0.40488,
1693993030043163392,1.11617,0.01018,-0.00722,0.90582,-0.00044,0.02279,0.42304,
