1695722671793666048,0.01208,-0.00526,-0.00250,0.99953,-0.00541,0.00437,0.02993,0.12469,-0.03347,0.00045,0.00000,
1695722671825634048,0.02711,-0.01776,-0.00458,0.99935,-0.00511,0.00405,0.03559,0.11510,-0.04389,0.00073,0.00153,
1695722671857718528,0.02342,-0.04314,-0.00701,0.99915,-0.00474,0.00383,0.04083,0.11094,-0.04732,0.00306,0.00153,
1695722671893629184,0.02486,-0.06094,-0.00806,0.99885,-0.00470,0.00371,0.04761,0.10444,-0.07842,-0.00012,0.00153,
1695722671925662208,0.03888,-0.04085,-0.00448,0.99852,-0.00600,0.00529,0.05378,0.13615,-0.02922,-0.00221,0.00000,
1695722671957674496,0.04959,-0.01568,-0.00277,0.99817,-0.00607,0.00560,0.05994,0.14660,-0.00740,-0.00096,0.00307,
1695722671993650432,0.05486,-0.01138,-0.00243,0.99770,-0.00591,0.00531,0.06732,0.14600,-0.00640,-0.00186,0.00000,
1695722672025648896,0.05937,-0.01122,-0.00263,0.99724,-0.00543,0.00596,0.07374,0.14385,-0.00971,-0.00243,0.00307,
1695722672057699840,0.06406,-0.01196,-0.00333,0.99677,-0.00471,0.00758,0.07987,0.14376,-0.00207,-0.00248,0.00153,
1695722672093659136,0.06883,-0.01326,-0.00336,0.99622,-0.00501,0.00743,0.08643,0.14440,0.01513,-0.00115,0.00000,
1695722672125878272,0.07766,-0.01888,-0.00606,0.99585,-0.00433,0.01268,0.09002,0.14470,0.00928,-0.00642,0.00153,
1695722672157665024,0.08234,-0.01940,-0.00708,0.99566,-0.00356,0.01809,0.09121,0.14558,-0.00659,-0.00967,0.00307,
1695722672193632512,0.08617,-0.01790,-0.00670,0.99546,-0.00520,0.02050,0.09277,0.15169,-0.00594,-0.00975,0.00153,
1695722672225639424,0.09119,-0.01927,-0.00699,0.99537,-0.00552,0.02168,0.09344,0.15814,-0.00666,-0.00901,0.00307,
1695722672261661184,0.09702,-0.02110,-0.00765,0.99522,-0.00456,0.02534,0.09425,0.17496,-0.01698,-0.01255,0.00307,
1695722672293630720,0.10346,-0.02072,-0.00761,0.99515,-0.00630,0.02436,0.09507,0.19218,-0.00698,-0.01011,0.00153,
1695722672325652480,0.11088,-0.02085,-0.00755,0.99506,-0.00879,0.02459,0.09581,0.20244,-0.00826,-0.01072,0.00153,
1695722672361657088,0.11885,-0.02201,-0.00789,0.99493,-0.00946,0.02644,0.09654,0.21875,-0.01652,-0.01393,0.00153,
1695722672393725440,0.12635,-0.02271,-0.00824,0.99482,-0.00975,0.02737,0.09738,0.22546,-0.01601,-0.01564,0.00307,
1695722672425666816,0.13432,-0.02322,-0.00859,0.99474,-0.01036,0.02759,0.09813,0.25038,-0.01375,-0.01440,0.00153,
1695722672461829632,0.14380,-0.02465,-0.00922,0.99462,-0.01046,0.02876,0.09898,0.25854,-0.02527,-0.01713,0.00153,
1695722672493784064,0.15463,-0.02555,-0.01009,0.99453,-0.01179,0.02882,0.09970,0.26135,-0.02541,-0.02017,0.00000,
1695722672525977856,0.16572,-0.02560,-0.01050,0.99446,-0.01333,0.02860,0.10029,0.27228,-0.02296,-0.01730,0.00153,
1695722672561764096,0.17746,-0.02769,-0.01114,0.99436,-0.01401,0.02908,0.10100,0.28053,-0.03075,-0.01978,0.00153,
1695722672593699328,0.18734,-0.02894,-0.01172,0.99429,-0.01450,0.02908,0.10160,0.28543,-0.03217,-0.01926,0.00307,
1695722672625637888,0.19731,-0.02918,-0.01214,0.99424,-0.01509,0.02864,0.10216,0.29081,-0.04184,-0.01930,0.00153,
1695722672661621248,0.20847,-0.03044,-0.01263,0.99417,-0.01552,0.02853,0.10285,0.29088,-0.03766,-0.01764,0.00307,
1695722672694014976,0.21891,-0.02973,-0.01283,0.99413,-0.01659,0.02765,0.10331,0.29155,-0.03292,-0.01620,0.00000,
1695722672725695744,0.22851,-0.03110,-0.01340,0.99406,-0.01672,0.02758,0.10398,0.28373,-0.04658,-0.01823,0.00307,
1695722672761611264,0.24013,-0.03193,-0.01393,0.99400,-0.01757,0.02733,0.10445,0.28342,-0.04801,-0.01517,0.00153,
1695722672793753600,0.24854,-0.03279,-0.01450,0.99386,-0.01781,0.02687,0.10588,0.26531,-0.05839,-0.01547,0.00153,
1695722672825726720,0.25837,-0.02927,-0.01403,0.99354,-0.01921,0.02512,0.10894,0.26447,-0.05672,-0.01395,0.00000,
1695722672861703168,0.27557,-0.02911,-0.01506,0.99294,-0.01991,0.02542,0.11415,0.25708,-0.07374,-0.01470,0.00307,
1695722672893665280,0.28329,-0.02831,-0.01492,0.99247,-0.02061,0.02425,0.11826,0.25603,-0.06439,-0.01418,0.00000,
1695722672925628160,0.28703,-0.02084,-0.01310,0.99194,-0.02174,0.02061,0.12309,0.25072,-0.04795,-0.01155,0.00153,
1695722672961616640,0.29931,-0.01569,-0.01326,0.99113,-0.02275,0.01960,0.12947,0.24451,-0.04175,-0.01022,0.00460,
1695722672993688064,0.30548,-0.01465,-0.01318,0.99035,-0.02258,0.01884,0.13543,0.24215,-0.03229,-0.01022,0.00153,
1695722673025668096,0.30486,-0.00145,-0.01025,0.98965,-0.02180,0.01366,0.14119,0.22751,-0.01082,-0.00743,0.00000,
1695722673061629696,0.30773,0.00212,-0.01001,0.98872,-0.02055,0.01283,0.14782,0.22524,-0.00170,-0.00524,0.00153,
1695722673093782784,0.31479,0.01561,-0.00857,0.98780,-0.02010,0.01007,0.15413,0.22371,0.01124,-0.00446,0.00153,
1695722673125662208,0.31624,0.02341,-0.00737,0.98685,-0.01908,0.00826,0.16030,0.21146,0.02533,-0.00234,0.00000,
1695722673161648384,0.32290,0.02959,-0.00694,0.98574,-0.01891,0.00765,0.16704,0.20920,0.03879,-0.00002,0.00307,
1695722673193629184,0.32871,0.02758,-0.00723,0.98458,-0.01884,0.00794,0.17376,0.21278,0.03011,-0.00142,0.00153,
1695722673225616128,0.32770,0.02936,-0.00644,0.98348,-0.01703,0.00669,0.18008,0.20066,0.03318,-0.00350,0.00153,
1695722673261619456,0.33324,0.02867,-0.00667,0.98229,-0.01712,0.00687,0.18644,0.21427,0.05715,-0.00008,0.00153,
1695722673293635072,0.33032,0.02906,-0.00575,0.98109,-0.01508,0.00568,0.19287,0.20542,0.04765,0.00078,0.00153,
1695722673325653248,0.33569,0.03131,-0.00537,0.97955,-0.01505,0.00527,0.20059,0.20516,0.04031,0.00157,0.00153,
1695722673361643264,0.33600,0.03399,-0.00474,0.97746,-0.01338,0.00412,0.21066,0.19397,0.04167,0.00327,0.00000,
1695722673393632768,0.34283,0.03510,-0.00495,0.97537,-0.01333,0.00436,0.22014,0.20285,0.03932,0.00320,0.00153,
1695722673425621504,0.34463,0.03795,-0.00451,0.97293,-0.01227,0.00324,0.23074,0.19497,0.04027,0.00299,0.00153,
1695722673461621504,0.35123,0.03729,-0.00433,0.96991,-0.01227,0.00269,0.24313,0.19863,0.03625,0.00250,0.00153,
1695722673493905664,0.35033,0.03884,-0.00443,0.96686,-0.01006,0.00292,0.25510,0.18465,0.03807,0.00194,0.00153,
1695722673525639680,0.36210,0.03895,-0.00425,0.96369,-0.01175,0.00237,0.26675,0.19994,0.04543,0.00378,0.00153,
1695722673561627648,0.37292,0.04442,-0.00409,0.95998,-0.01276,0.00257,0.27978,0.21429,0.06091,0.00409,0.00307,
1695722673595116544,0.37662,0.04653,-0.00387,0.95615,-0.01168,0.00204,0.29264,0.20698,0.06737,0.00480,0.00000,
1695722673625647360,0.38554,0.04647,-0.00406,0.95242,-0.01194,0.00307,0.30455,0.21985,0.06415,0.00492,0.00000,
1695722673661705216,0.39187,0.04836,-0.00389,0.94778,-0.01132,0.00261,0.31870,0.21413,0.06614,0.00431,0.00000,
1695722673693955840,0.40002,0.05010,-0.00389,0.94353,-0.01125,0.00313,0.33109,0.22520,0.06810,0.00525,0.00153,
1695722673725648384,0.40521,0.05201,-0.00358,0.93919,-0.01073,0.00210,0.34323,0.22352,0.06900,0.00636,-0.00153,
1695722673761618944,0.41448,0.05584,-0.00348,0.93399,-0.01103,0.00246,0.35713,0.22718,0.08034,0.00549,0.00153,
1695722673793961984,0.41852,0.05631,-0.00330,0.92927,-0.00993,0.00149,0.36927,0.22456,0.08479,0.00749,0.00153,
1695722673825629696,0.42379,0.05886,-0.00315,0.92454,-0.00937,0.00116,0.38097,0.22154,0.08350,0.00401,0.00153,
1695722673861615104,0.43229,0.06313,-0.00301,0.91906,-0.00956,0.00112,0.39399,0.22919,0.10072,0.00843,0.00153,
1695722673893638656,0.43196,0.06188,-0.00309,0.91395,-0.00695,0.00068,0.40577,0.20552,0.08533,0.00487,0.00153,
1695722673925699328,0.44341,0.06951,-0.00289,0.90865,-0.00862,0.00049,0.41746,0.22644,0.11389,0.00489,0.00153,
1695722673961614848,0.45340,0.07624,-0.00266,0.90426,-0.00921,0.00057,0.42689,0.21103,0.15099,0.00581,0.00153,
1695722673993638656,0.45388,0.08025,-0.00214,0.90168,-0.00821,-0.00127,0.43232,0.20133,0.16104,0.00823,0.00307,
1695722674025687808,0.45668,0.08408,-0.00188,0.89986,-0.00741,-0.00176,0.43611,0.17884,0.16913,0.00724,0.00153,
1695722674061614848,0.46280,0.09054,-0.00153,0.89959,-0.00717,-0.00188,0.43666,0.20792,0.20101,0.00801,0.00153,
1695722674093662976,0.47837,0.10169,-0.00177,0.89912,-0.00861,-0.00039,0.43761,0.24879,0.24278,0.00836,0.00153,
1695722674125630464,0.48593,0.10891,-0.00160,0.89851,-0.00852,-0.00014,0.43888,0.26087,0.24400,0.00661,0.00153,
1695722674161612800,0.49435,0.11601,-0.00152,0.89817,-0.00799,-0.00001,0.43958,0.25828,0.25115,0.00735,0.00307,
1695722674193633024,0.49958,0.12235,-0.00128,0.89835,-0.00755,0.00006,0.43921,0.27287,0.26280,0.00854,0.00153,
1695722674225635840,0.50116,0.12616,-0.00125,0.89866,-0.00627,-0.00035,0.43860,0.25230,0.27324,0.00651,0.00153,
