1695722673025668096,0.31948,-0.09735,-0.00780,0.98985,-0.01713,0.00313,0.14105,
1695722673093782784,0.31535,-0.08582,-0.00804,0.98797,-0.01707,0.00005,0.15367,
1695722673161648384,0.32077,-0.08258,-0.00964,0.98587,-0.01696,-0.00077,0.16667,
1695722673225616128,0.33209,-0.09295,-0.00803,0.98357,-0.01579,-0.00147,0.17985,
1695722673293635072,0.34930,-0.09318,-0.00767,0.98112,-0.01651,-0.00163,0.19269,
1695722673361643264,0.38696,-0.10061,-0.00865,0.97747,-0.01520,-0.00057,0.21052,
1695722673393632768,0.38069,-0.09571,-0.00787,0.97533,-0.01884,0.00048,0.21995,
1695722673425621504,0.38132,-0.09643,-0.00789,0.97289,-0.01838,0.00158,0.23055,
1695722673461621504,0.38624,-0.09725,-0.00790,0.96987,-0.01826,0.00195,0.24293,
1695722673493905664,0.38803,-0.09771,-0.00808,0.96680,-0.01781,0.00247,0.25488,
1695722673525639680,0.39019,-0.09777,-0.00765,0.96368,-0.01732,0.00221,0.26649,
1695722673561627648,0.39864,-0.09936,-0.00778,0.95999,-0.01695,0.00353,0.27951,
1695722673595116544,0.41107,-0.10020,-0.00771,0.95612,-0.01816,0.00522,0.29236,
1695722673625647360,0.40878,-0.09905,-0.00756,0.95238,-0.01904,0.00555,0.30426,
1695722673661705216,0.42043,-0.10107,-0.00779,0.94776,-0.01818,0.00689,0.31840,
1695722673693955840,0.41916,-0.10092,-0.00807,0.94356,-0.01566,0.00680,0.33075,
1695722673725648384,0.44046,-0.10041,-0.00809,0.93913,-0.01834,0.00990,0.34293,
1695722673761618944,0.44318,-0.09980,-0.00784,0.93397,-0.01809,0.00872,0.35678,
1695722673793961984,0.44680,-0.09786,-0.00761,0.92926,-0.01830,0.00770,0.36889,
1695722673825629696,0.45235,-0.09559,-0.00737,0.92454,-0.01876,0.00709,0.38057,
1695722673861615104,0.46825,-0.09342,-0.00712,0.91903,-0.02031,0.00790,0.39359,
1695722673893638656,0.46194,-0.09150,-0.00705,0.91399,-0.01813,0.00585,0.40530,
1695722673925699328,0.47831,-0.08870,-0.00687,0.90868,-0.01971,0.00668,0.41698,
1695722673961614848,0.47825,-0.08633,-0.00701,0.90435,-0.01789,0.00617,0.42636,
1695722674025687808,0.49043,-0.07760,-0.00666,0.89999,-0.01740,0.00453,0.43555,
1695722674225635840,0.57398,-0.04148,-0.00717,0.89878,-0.01790,0.00642,0.43799,
1695722674325661440,0.57943,-0.02924,-0.00791,0.90455,-0.01553,0.00569,0.42606,
1695722674361604608,0.62582,-0.01110,-0.00833,0.90872,-0.01877,0.00650,0.41694,
1695722674393673472,0.64037,-0.00140,-0.00853,0.91311,-0.01954,0.00633,0.40721,
1695722674425725952,0.64802,0.00668,-0.00877,0.91771,-0.01983,0.00576,0.39671,
1695722674461711872,0.65238,0.01375,-0.00887,0.92303,-0.01903,0.00547,0.38423,
1695722674493726208,0.66667,0.02335,-0.00905,0.92771,-0.01900,0.00485,0.37278,
1695722674525734656,0.67332,0.03244,-0.00927,0.93264,-0.01861,0.00451,0.36030,
1695722674561632256,0.69116,0.04373,-0.00956,0.93851,-0.01901,0.00461,0.34469,
1695722674593692160,0.71069,0.05513,-0.00977,0.94377,-0.02009,0.00435,0.32996,
1695722674625683456,0.72352,0.06518,-0.00959,0.94884,-0.01984,0.00332,0.31513,
1695722674661594112,0.74510,0.07630,-0.00974,0.95464,-0.02100,0.00308,0.29700,
1695722674693626624,0.76658,0.08739,-0.00982,0.95962,-0.02199,0.00297,0.28044,
1695722674729630720,0.78929,0.09845,-0.00989,0.96485,-0.02272,0.00298,0.26180,
1695722674761602304,0.80678,0.10864,-0.00970,0.96928,-0.02271,0.00192,0.24489,
1695722674793634048,0.83119,0.11936,-0.00978,0.97331,-0.02402,0.00171,0.22821,
1695722674829609216,0.84864,0.12794,-0.00987,0.97755,-0.02349,0.00144,0.20937,
1695722674861656064,0.86390,0.13521,-0.00986,0.98095,-0.02319,0.00063,0.19288,
1695722674893612032,0.88267,0.14421,-0.00975,0.98409,-0.02343,-0.00031,0.17612,
1695722674929602816,0.89719,0.15093,-0.00955,0.98700,-0.02226,-0.00099,0.15914,
1695722674961655040,0.90639,0.15447,-0.00915,0.98880,-0.02029,-0.00189,0.14782,
