1695722673025668096,0.29977,0.00229,-0.00978,0.98969,-0.02065,0.01281,0.14118,
1695722673093782784,0.31778,0.02127,-0.00785,0.98784,-0.01917,0.00822,0.15406,
1695722673161648384,0.33865,0.02553,-0.00752,0.98575,-0.01884,0.00789,0.16698,
1695722673225616128,0.33401,0.02508,-0.00738,0.98350,-0.01681,0.00688,0.18001,
1695722673293635072,0.33716,0.02810,-0.00618,0.98111,-0.01522,0.00524,0.19280,
1695722673361643264,0.34525,0.03175,-0.00597,0.97747,-0.01355,0.00438,0.21058,
1695722673393632768,0.34691,0.03407,-0.00575,0.97541,-0.01224,0.00330,0.22005,
1695722673425621504,0.35137,0.03298,-0.00577,0.97296,-0.01230,0.00272,0.23064,
1695722673461621504,0.35113,0.03441,-0.00598,0.96996,-0.01012,0.00293,0.24302,
1695722673493905664,0.36198,0.03416,-0.00597,0.96687,-0.01184,0.00232,0.25498,
1695722673525639680,0.37088,0.03864,-0.00597,0.96371,-0.01302,0.00245,0.26662,
1695722673561627648,0.37469,0.04038,-0.00594,0.96003,-0.01180,0.00193,0.27965,
1695722673595116544,0.38334,0.04032,-0.00622,0.95619,-0.01219,0.00289,0.29249,
1695722673625647360,0.38798,0.04154,-0.00623,0.95247,-0.01150,0.00254,0.30440,
1695722673661705216,0.39614,0.04312,-0.00635,0.94784,-0.01159,0.00296,0.31853,
1695722673693955840,0.40100,0.04470,-0.00624,0.94360,-0.01093,0.00206,0.33091,
1695722673725648384,0.40846,0.04760,-0.00630,0.93925,-0.01121,0.00232,0.34305,
1695722673761618944,0.41306,0.04800,-0.00626,0.93408,-0.01009,0.00155,0.35693,
1695722673793961984,0.41793,0.05007,-0.00627,0.92935,-0.00950,0.00109,0.36907,
1695722673825629696,0.42479,0.05329,-0.00630,0.92462,-0.00970,0.00108,0.38076,
1695722673861615104,0.42540,0.05244,-0.00651,0.91918,-0.00711,0.00061,0.39378,
1695722673893638656,0.43559,0.05905,-0.00644,0.91403,-0.00891,0.00047,0.40555,
1695722673925699328,0.44415,0.06406,-0.00640,0.90875,-0.00945,0.00043,0.41723,
1695722673961614848,0.44598,0.06756,-0.00613,0.90438,-0.00822,-0.00119,0.42664,
1695722674025687808,0.45367,0.07584,-0.00574,0.89998,-0.00724,-0.00183,0.43586,
1695722674225635840,0.49869,0.11808,-0.00533,0.89879,-0.00633,-0.00030,0.43834,
1695722674325661440,0.50246,0.13674,-0.00486,0.90449,-0.00411,-0.00158,0.42648,
1695722674361604608,0.52352,0.15963,-0.00528,0.90872,-0.00647,-0.00163,0.41735,
1695722674393673472,0.53252,0.16998,-0.00578,0.91312,-0.00671,-0.00136,0.40764,
1695722674425725952,0.53162,0.17214,-0.00631,0.91773,-0.00595,-0.00174,0.39716,
1695722674461711872,0.54206,0.18327,-0.00666,0.92302,-0.00612,-0.00148,0.38471,
1695722674493726208,0.55399,0.19626,-0.00692,0.92770,-0.00656,-0.00178,0.37327,
1695722674525734656,0.55407,0.19881,-0.00720,0.93262,-0.00571,-0.00157,0.36081,
1695722674561632256,0.56208,0.20770,-0.00742,0.93851,-0.00561,-0.00120,0.34521,
1695722674593692160,0.57097,0.21786,-0.00751,0.94379,-0.00615,-0.00147,0.33049,
1695722674625683456,0.57710,0.22518,-0.00750,0.94885,-0.00604,-0.00179,0.31568,
1695722674661594112,0.58555,0.23387,-0.00761,0.95468,-0.00615,-0.00185,0.29755,
1695722674693626624,0.59396,0.24228,-0.00768,0.95969,-0.00630,-0.00188,0.28099,
1695722674729630720,0.60815,0.25790,-0.00755,0.96494,-0.00745,-0.00240,0.26236,
1695722674761602304,0.61635,0.26616,-0.00757,0.96937,-0.00716,-0.00257,0.24548,
1695722674793634048,0.62573,0.27526,-0.00759,0.97344,-0.00741,-0.00298,0.22878,
1695722674829609216,0.63636,0.28493,-0.00761,0.97767,-0.00743,-0.00312,0.20997,
1695722674861656064,0.63670,0.28145,-0.00783,0.98108,-0.00598,-0.00285,0.19350,
1695722674893612032,0.65492,0.30250,-0.00750,0.98421,-0.00812,-0.00482,0.17674,
1695722674929602816,0.66237,0.30678,-0.00763,0.98711,-0.00732,-0.00446,0.15980,
1695722674961655040,0.66580,0.30533,-0.00774,0.98888,-0.00539,-0.00410,0.14853,
1695722674993670656,0.67595,0.31035,-0.00769,0.99019,-0.00515,-0.00389,0.13961,
1695722675029605120,0.67801,0.30808,-0.00776,0.99201,-0.00405,-0.00438,0.12605,
1695722675061651712,0.68546,0.31268,-0.00778,0.99362,-0.00411,-0.00431,0.11266,
1695722675093621504,0.69265,0.31972,-0.00775,0.99513,-0.00411,-0.00468,0.09836,
1695722675129609984,0.69410,0.31824,-0.00808,0.99662,-0.00328,-0.00429,0.08196,
